study	sample	body_site	country
CM_cf	CF_FIFC003SS_t8M16	Airways	Italy
CM_cf	CF_FIFC004SS_t1M16	Airways	Italy
CM_cf	CF_FIFC004SS_t2M16	Airways	Italy
CM_cf	CF_FIFC004SS_t3M17	Airways	Italy
CM_cf	CF_FIFC004SS_t4M16	Airways	Italy
CM_cf	CF_FIFC004SS_t5M16	Airways	Italy
CM_cf	CF_FIFC004SS_t6M16	Airways	Italy
CM_cf	CF_FIFC004SS_t7M16	Airways	Italy
CM_cf	CF_FIFC004SS_t8M16	Airways	Italy
CM_cf	CF_FIFC005SS_t1M16	Airways	Italy
CM_cf	CF_FIFC005SS_t3M16	Airways	Italy
CM_cf	CF_FIFC005SS_t4M16	Airways	Italy
CM_cf	CF_FIFC005SS_t5M16	Airways	Italy
CM_cf	CF_FIFC005SS_t6M16	Airways	Italy
CM_cf	CF_FIFC009SS_t1M16	Airways	Italy
CM_cf	CF_FIFC009SS_t2M16	Airways	Italy
CM_cf	CF_FIFC009SS_t3M17	Airways	Italy
CM_cf	CF_FIFC009SS_t4M16	Airways	Italy
CM_cf	CF_FIFC009SS_t6M16	Airways	Italy
CM_cf	CF_FIFC010SS_t1M16	Airways	Italy
CM_cf	CF_FIFC010SS_t2M16	Airways	Italy
CM_cf	CF_FIFC010SS_t4M16	Airways	Italy
CM_cf	CF_FIFC010SS_t5M16	Airways	Italy
CM_cf	CF_FIFC010SS_t7M16	Airways	Italy
CM_cf	CF_FIFC013SS_t1M15	Airways	Italy
CM_cf	CF_FIFC013SS_t2M15	Airways	Italy
CM_cf	CF_FIFC013SS_t3M15	Airways	Italy
CM_cf	CF_FIFC013SS_t4M15	Airways	Italy
CM_cf	CF_FIFC013SS_t5M16	Airways	Italy
CM_cf	CF_FIFC013SS_t6M16	Airways	Italy
CM_cf	CF_FIFC013SS_t7M17	Airways	Italy
CM_cf	CF_FIFC013SS_t8M17	Airways	Italy
CM_cf	CF_FIFC013SS_t9M16	Airways	Italy
CM_cf	CF_TNFC002IS_t1M15	Airways	Italy
CM_cf	CF_TNFC002IS_t2M15	Airways	Italy
CM_cf	CF_TNFC002IS_t3M15	Airways	Italy
CM_cf	CF_TNFC002IS_t4M16	Airways	Italy
CM_cf	CF_TNFC002SA_t1M15	Oral cavity	Italy
CM_cf	CF_TNFC003IS_t1M15	Airways	Italy
CM_cf	CF_TNFC003IS_t2M15	Airways	Italy
CM_cf	CF_TNFC003IS_t3M16	Airways	Italy
CM_cf	CF_TNFC003IS_t4M16	Airways	Italy
CM_cf	CF_TNFC003IS_t5M16	Airways	Italy
CM_cf	CF_TNFC003SA_t1M15	Oral cavity	Italy
CM_cf	CF_TNFC004SA_t1M15	Oral cavity	Italy
CM_cf	CF_TNFC004SS_t1M15	Airways	Italy
CM_cf	CF_TNFC005IS_t1M15	Airways	Italy
CM_cf	CF_TNFC005IS_t2M15	Airways	Italy
CM_cf	CF_TNFC005IS_t3M15	Airways	Italy
CM_cf	CF_TNFC005IS_t4M15	Airways	Italy
CM_cf	CF_TNFC005IS_t5M16	Airways	Italy
CM_cf	CF_TNFC005SA_t1M15	Oral cavity	Italy
CM_cf	CF_TNFC006IS_t1M15	Airways	Italy
CM_cf	CF_TNFC007IS_t1M15	Airways	Italy
CM_cf	CF_TNFC007IS_t2M15	Airways	Italy
CM_cf	CF_TNFC007IS_t3M15	Airways	Italy
CM_cf	CF_TNFC007IS_t4M15	Airways	Italy
CM_cf	CF_TNFC008IS_t1M15	Airways	Italy
CM_cf	CF_TNFC008IS_t2M15	Airways	Italy
CM_cf	CF_TNFC008IS_t3M15	Airways	Italy
CM_cf	CF_TNFC008IS_t4M15	Airways	Italy
CM_cf	CF_TNFC008IS_t5M16	Airways	Italy
CM_cf	CF_TNFC013IS_t1M15	Airways	Italy
CM_cf	CF_TNFC013IS_t2M15	Airways	Italy
CM_cf	CF_TNFC017IS_t1M15	Airways	Italy
CM_cf	CF_TNFC017IS_t2M15	Airways	Italy
CM_cf	CF_TNFC017IS_t4M16	Airways	Italy
CM_cf	CF_TNFC017SA_t1M16	Oral cavity	Italy
CM_cf	CF_TNFC017SA_t3M17	Oral cavity	Italy
CM_cf	CF_TNFC018IS_t1M15	Airways	Italy
CM_cf	CF_TNFC018IS_t2M15	Airways	Italy
CM_cf	CF_TNFC018IS_t3M15	Airways	Italy
CM_cf	CF_TNFC018IS_t4M15	Airways	Italy
CM_cf	CF_TNFC018SA_t1M16	Oral cavity	Italy
CM_cf	CF_TNFC018SA_t5M17	Oral cavity	Italy
CM_cf	CF_TNFC022IS_t1M15	Airways	Italy
CM_cf	CF_TNFC022IS_t2M15	Airways	Italy
CM_cf	CF_TNFC022IS_t3M16	Airways	Italy
CM_cf	CF_TNFC022IS_t4M16	Airways	Italy
CM_cf	CF_TNFC022IS_t5M16	Airways	Italy
CM_cf	CF_TNFC022SA_t1M16	Oral cavity	Italy
CM_cf	CF_TNFC023IS_t1M15	Airways	Italy
CM_cf	CF_TNFC023IS_t2M15	Airways	Italy
CM_cf	CF_TNFC023IS_t3M15	Airways	Italy
CM_cf	CF_TNFC023IS_t5M16	Airways	Italy
CM_cf	CF_TNFC023SA_t1M16	Oral cavity	Italy
CM_cf	CF_TNFC034IS_t3M15	Airways	Italy
CM_cf	CF_TNFC034IS_t4M16	Airways	Italy
CM_cf	CF_TNFC034IS_t5M16	Airways	Italy
CM_cf	CF_TNFC034SA_t1M16	Oral cavity	Italy
CM_cf	CF_TNFC034SS_t1M15	Airways	Italy
CM_cf	CF_TNFC034SS_t2M15	Airways	Italy
CM_cf	CF_TNFC038IS_t1M15	Airways	Italy
CM_cf	CF_TNFC038IS_t2M15	Airways	Italy
CM_cf	CF_TNFC038IS_t3M15	Airways	Italy
CM_cf	CF_TNFC038IS_t4M16	Airways	Italy
CM_cf	CF_TNFC038SA_t1M16	Oral cavity	Italy
CM_cf	CF_TNFC039IS_t1M15	Airways	Italy
CM_cf	CF_TNFC039IS_t2M15	Airways	Italy
CM_cf	CF_TNFC039IS_t3M15	Airways	Italy
CM_cf	CF_TNFC039IS_t4M16	Airways	Italy
CM_cf	CF_TNFC039IS_t5M16	Airways	Italy
CM_cf	CF_TNFC039SA_t1M16	Oral cavity	Italy
CM_cf	CF_TNFC040IS_t1M15	Airways	Italy
CM_cf	CF_TNFC040IS_t2M15	Airways	Italy
CM_cf	CF_TNFC040IS_t3M15	Airways	Italy
