sampleID	NCBI_accession
BritoIL_2016__M1.22.ST	SRR2250199;SRR2250295;SRR2228053;SRR2187632;SRR2187640;SRR2187679;SRR2188031;SRR2188033;SRR2188061;SRR2188070;SRR2188079;SRR2188721;SRR2188752;SRR2188757;SRR2188980;SRR2188982;SRR2189008;SRR2189033;SRR2189047
BritoIL_2016__M1.23.SA	SRR2244786;SRR2228626;SRR2228641;SRR2228644;SRR2228659;SRR2228696;SRR2228697;SRR2228704;SRR2228724;SRR2228627;SRR2228650;SRR2228652;SRR2228654;SRR2228688;SRR2228695;SRR2228708;SRR2228713;SRR2244016;SRR2244846;SRR2245497;SRR2248272;SRR2248814
BritoIL_2016__M1.23.ST	SRR2227356;SRR2227641;SRR2227893;SRR2227959;SRR2228027;SRR2228187;SRR2228188;SRR2228240;SRR2250477;SRR2250560;SRR2226901;SRR2227335;SRR2227992;SRR2228040;SRR2228355;SRR2228638
BritoIL_2016__M1.24.SA	SRR2246440;SRR2228604;SRR2228608;SRR2228613;SRR2228618;SRR2228745;SRR2236809;SRR2236845;SRR2237306;SRR2237358;SRR2237408;SRR2237584;SRR2237596;SRR2237606;SRR2221485;SRR2221551;SRR2221622;SRR2221726;SRR2221727;SRR2221747;SRR2221869;SRR2221870
BritoIL_2016__M1.24.ST	SRR2227725;SRR2190353;SRR2190373;SRR2190383;SRR2190384;SRR2190386;SRR2190387;SRR2190388;SRR2190390;SRR2246502;SRR2246695;SRR2192793;SRR2193463;SRR2193627;SRR2193771;SRR2193909;SRR2194116;SRR2194617;SRR2194918
BritoIL_2016__M1.25.SA	SRR2221891;SRR2243510;SRR2243616;SRR2246494;SRR2247063;SRR2248242;SRR2243401;SRR2243624;SRR2243931;SRR2244040;SRR2244712;SRR2245053;SRR2245158;SRR2246403;SRR2243440;SRR2243868;SRR2244042;SRR2244173;SRR2244197;SRR2245455;SRR2245487;SRR2249193
BritoIL_2016__M1.25.ST	SRR2222510;SRR2222713;SRR2222425;SRR2187399;SRR2187402;SRR2187410;SRR2187433;SRR2187555;SRR2187568;SRR2187570;SRR2187578;SRR2191091;SRR2191092;SRR2191116;SRR2191431;SRR2191445;SRR2191465;SRR2191476;SRR2191489
BritoIL_2016__M1.26.SA	SRR2243958;SRR2237481;SRR2243543;SRR2244657;SRR2246264;SRR2246700;SRR2247006;SRR2247056;SRR2247094;SRR2243973;SRR2244018;SRR2244039;SRR2246431;SRR2247106;SRR2247151;SRR2247210;SRR2247430;SRR2244176;SRR2245574;SRR2246341;SRR2247497;SRR2247772
BritoIL_2016__M1.26.ST	SRR2250547;SRR2248241;SRR2249667;SRR2191947;SRR2191949;SRR2191958;SRR2191959;SRR2191962;SRR2191963;SRR2191967;SRR2191970;SRR2193587;SRR2193630;SRR2193656;SRR2193945;SRR2193965;SRR2194052;SRR2194509;SRR2194593
BritoIL_2016__M1.27.ST	SRR2226815;SRR2246305;SRR2250404;SRR2193414;SRR2193438;SRR2193788;SRR2193933;SRR2194857;SRR2193622;SRR2193450;SRR2194933;SRR2199368;SRR2199370;SRR2199457;SRR2199616;SRR2199619;SRR2199633;SRR2199636;SRR2199640
BritoIL_2016__M1.29.SA	SRR2228741;SRR2236548;SRR2236923;SRR2237186;SRR2237393;SRR2237472;SRR2243804;SRR2244406;SRR2244469;SRR2245931;SRR2247129;SRR2248892;SRR2245529;SRR2244017;SRR2226799;SRR2226883;SRR2227584;SRR2227806;SRR2228166;SRR2228526;SRR2228545;SRR2228714
BritoIL_2016__M1.29.ST	SRR2222914;SRR2222986;SRR2245508;SRR2245632;SRR2246421;SRR2247155;SRR2247424;SRR2248472;SRR2249393;SRR2250458;SRR2244414;SRR2244842;SRR2245515;SRR2247470;SRR2250273;SRR2250606
BritoIL_2016__M1.3.SA	SRR2237813;SRR2243492;SRR2243577;SRR2243809;SRR2244191;SRR2246560;SRR2226825;SRR2226952;SRR2227344;SRR2227740;SRR2227924;SRR2228026;SRR2228239;SRR2228400;SRR2243481;SRR2244445;SRR2244825;SRR2245552;SRR2245890;SRR2247095;SRR2248185;SRR2248299
BritoIL_2016__M1.3.ST	SRR2249246;SRR2250320;SRR2227578;SRR2227811;SRR2227847;SRR2228248;SRR2228563;SRR2228573;SRR2228577;SRR2228710;SRR2237341;SRR2237817;SRR2244315;SRR2247288;SRR2248220;SRR2250382
BritoIL_2016__M1.35.SA	SRR2236751;SRR2227445;SRR2227796;SRR2227797;SRR2227870;SRR2228046;SRR2228290;SRR2228326;SRR2228795;SRR2236740;SRR2236775;SRR2236833;SRR2237326;SRR2237342;SRR2237599;SRR2237728;SRR2237790;SRR2243768;SRR2244359;SRR2244853;SRR2248562;SRR2342039
BritoIL_2016__M1.35.ST	SRR2231325;SRR2231734;SRR2236547;SRR2236770;SRR2236872;SRR2237094;SRR2237349;SRR2237586;SRR2225701;SRR2225732;SRR2237433;SRR2237595;SRR2249209;SRR2249403;SRR2250600;SRR2250601
BritoIL_2016__M1.36.SA	SRR2231361;SRR2244669;SRR2244695;SRR2244819;SRR2244841;SRR2246324;SRR2247058;SRR2247847;SRR2248270;SRR2237697;SRR2237729;SRR2237781;SRR2244328;SRR2245057;SRR2236741;SRR2236784;SRR2237465;SRR2237592;SRR2237633;SRR2237661;SRR2237712;SRR2237805
BritoIL_2016__M1.36.ST	SRR2227877;SRR2228044;SRR2227439;SRR2227942;SRR2227971;SRR2228041;SRR2228428;SRR2228682;SRR2237492;SRR2245563;SRR2247767;SRR2249414;SRR2249433;SRR2250239;SRR2250413;SRR2250663
BritoIL_2016__M1.37.SA	SRR2244314;SRR2244683;SRR2244828;SRR2245638;SRR2248438;SRR2228794;SRR2243772;SRR2243849;SRR2244592;SRR2244821;SRR2245509;SRR2246856;SRR2247069;SRR2248155;SRR2231333;SRR2231339;SRR2231690;SRR2231797;SRR2232035;SRR2232421;SRR2231816;SRR2231747
BritoIL_2016__M1.37.ST	SRR2250248;SRR2250908;SRR2244834;SRR2245590;SRR2249372;SRR2250337;SRR2250509;SRR2250656;SRR2236785;SRR2237185;SRR2237333;SRR2237411;SRR2237484;SRR2237525;SRR2237690;SRR2237716
BritoIL_2016__M1.38.SA	SRR2237423;SRR2237554;SRR2243793;SRR2243805;SRR2243937;SRR2244199;SRR2245614;SRR2246404;SRR2246626;SRR2247061;SRR2243513;SRR2244730;SRR2246837
BritoIL_2016__M1.38.ST	SRR2231290;SRR2231340;SRR2187396;SRR2187404;SRR2187414;SRR2187419;SRR2187422;SRR2187442;SRR2187451;SRR2187452;SRR2187638;SRR2187660;SRR2187676;SRR2187942;SRR2187959;SRR2187969;SRR2187971;SRR2188007;SRR2244782
BritoIL_2016__M1.4.SA	SRR2236668;SRR2236754;SRR2237372;SRR2237404;SRR2237448;SRR2237698;SRR2237704;SRR2237775;SRR2224207;SRR2224428;SRR2224434;SRR2224446;SRR2224456;SRR2224629;SRR2227720;SRR2228574;SRR2228018;SRR2237588;SRR2237702;SRR2243628;SRR2243653;SRR2243915
BritoIL_2016__M1.4.ST	SRR2251637;SRR2231315;SRR2232325;SRR2193456;SRR2193636;SRR2193848;SRR2194084;SRR2194854;SRR2194051;SRR2193967;SRR2193894;SRR2198962;SRR2199391;SRR2199597;SRR2199613;SRR2199639;SRR2199652;SRR2199658;SRR2199680
BritoIL_2016__M1.42.SA	SRR2231815;SRR2221499;SRR2221535;SRR2221725;SRR2221786;SRR2221866;SRR2221881;SRR2221890;SRR2221897;SRR2224759;SRR2226800;SRR2227549;SRR2227770;SRR2227905;SRR2228288;SRR2228312;SRR2228341;SRR2228374;SRR2228392;SRR2228396;SRR2228403;SRR2228440
BritoIL_2016__M1.42.ST	SRR2228302;SRR2228645;SRR2199171;SRR2199313;SRR2199345;SRR2199428;SRR2199527;SRR2199622;SRR2199625;SRR2199649;SRR2193430;SRR2193553;SRR2193575;SRR2193583;SRR2193628;SRR2193808;SRR2194628;SRR2194802;SRR2231266
BritoIL_2016__M1.44.SA	SRR2243400;SRR2245261;SRR2236727;SRR2236887;SRR2236898;SRR2237558;SRR2237644;SRR2237681;SRR2237719;SRR2237738;SRR2237432;SRR2237471;SRR2237572
BritoIL_2016__M1.44.ST	SRR2228184;SRR2227373;SRR2228207;SRR2188719;SRR2188730;SRR2188735;SRR2188739;SRR2188762;SRR2188993;SRR2189003;SRR2189024;SRR2193545;SRR2193574;SRR2193888;SRR2193899;SRR2194582;SRR2194652;SRR2194920;SRR2195000
BritoIL_2016__M1.48.SA	SRR2247246;SRR2243643;SRR2243893;SRR2243940;SRR2244214;SRR2248168;SRR2243853;SRR2244022;SRR2244707;SRR2248777;SRR2247758;SRR2245361;SRR2244740;SRR2243411;SRR2236711;SRR2237717;SRR2237730;SRR2237747;SRR2244033;SRR2245051;SRR2247158;SRR2249183
BritoIL_2016__M1.48.ST	SRR2231808;SRR2231832;SRR2193352;SRR2193366;SRR2193412;SRR2193454;SRR2193624;SRR2193852;SRR2194059;SRR2194612;SRR2231809;SRR2195750;SRR2195802;SRR2195846;SRR2195850;SRR2195876;SRR2195889;SRR2195896;SRR2195914
BritoIL_2016__M1.5.SA	SRR2247676;SRR2224314;SRR2227383;SRR2227591;SRR2227907;SRR2228235;SRR2231035;SRR2231337;SRR2231344;SRR2231715;SRR2231742;SRR2232135;SRR2232390;SRR2237571;SRR2237307;SRR2243525;SRR2243617;SRR2243645;SRR2243800;SRR2245517;SRR2245586;SRR2247014
BritoIL_2016__M1.5.ST	SRR2222496;SRR2191918;SRR2191923;SRR2191954;SRR2191975;SRR2191971;SRR2191927;SRR2191926;SRR2191977;SRR2222419;SRR2222694;SRR2189664;SRR2189671;SRR2189703;SRR2189912;SRR2189895;SRR2189894;SRR2189874;SRR2189951
BritoIL_2016__M1.52.SA	SRR2236862;SRR2224170;SRR2224295;SRR2224424;SRR2224444;SRR2224477;SRR2224480;SRR2227991;SRR2228168;SRR2243632;SRR2245456;SRR2246456;SRR2247425;SRR2248811;SRR2224189;SRR2224389;SRR2224454;SRR2224669;SRR2224710;SRR2224761;SRR2224840;SRR2228456
BritoIL_2016__M1.52.ST	SRR2227543;SRR2246957;SRR2249225;SRR2198951;SRR2198955;SRR2198973;SRR2199172;SRR2199243;SRR2199392;SRR2199429;SRR2199606;SRR2188767;SRR2188769;SRR2188777;SRR2188778;SRR2188994;SRR2189011;SRR2189017;SRR2189032
BritoIL_2016__M1.57.SA	SRR2224639;SRR2236764;SRR2236822;SRR2236982;SRR2237222;SRR2237818;SRR2227371;SRR2228199;SRR2228328;SRR2228500;SRR2228516;SRR2228599;SRR2228669;SRR2228813;SRR2243451;SRR2243776;SRR2243878;SRR2244423;SRR2244523;SRR2245606;SRR2247086;SRR2247156
BritoIL_2016__M1.57.ST	SRR2231151;SRR2231823;SRR2225618;SRR2198961;SRR2198972;SRR2199221;SRR2199244;SRR2199256;SRR2199454;SRR2199458;SRR2199631;SRR2198952;SRR2198971;SRR2199241;SRR2199314;SRR2199369;SRR2199603;SRR2199638;SRR2199650
BritoIL_2016__M1.59.SA	SRR2245507;SRR2243493;SRR2243740;SRR2244013;SRR2244212;SRR2244767;SRR2248265;SRR2248810;SRR2249179;SRR2224410;SRR2227939;SRR2227962;SRR2227929;SRR2227547;SRR2224294;SRR2228815;SRR2228510;SRR2236804;SRR2237444;SRR2245619;SRR2246418;SRR2247068
BritoIL_2016__M1.59.ST	SRR2225824;SRR2225853;SRR2225828;SRR2225831;SRR2225841;SRR2225842;SRR2225843;SRR2225847;SRR2225849;SRR2225852;SRR2237394;SRR2244492;SRR2248436;SRR2249306;SRR2250251;SRR2251368
BritoIL_2016__M1.6.SA	SRR2231781;SRR2243536;SRR2243582;SRR2243651;SRR2244452;SRR2247127;SRR2243873;SRR2244287;SRR2244412;SRR2244844;SRR2245571;SRR2245669;SRR2246844;SRR2248179;SRR2237739;SRR2237760;SRR2243426;SRR2244225;SRR2245460;SRR2245501;SRR2246374;SRR2247141
BritoIL_2016__M1.6.ST	SRR2188436;SRR2188469;SRR2188478;SRR2188480;SRR2188494;SRR2188497;SRR2188499;SRR2188514;SRR2231381;SRR2187642;SRR2187648;SRR2187668;SRR2187675;SRR2187677;SRR2187997;SRR2188060;SRR2188082;SRR2231730;SRR2231739
BritoIL_2016__M1.61.SA	SRR2244482;SRR2231382;SRR2231697;SRR2231740;SRR2231796;SRR2232241;SRR2232416;SRR2232426;SRR2231771;SRR2243824;SRR2244688;SRR2244737;SRR2244851;SRR2245465;SRR2248285;SRR2248439;SRR2249153;SRR2243511;SRR2244306;SRR2244867;SRR2246809;SRR2248201
BritoIL_2016__M1.61.ST	SRR2244374;SRR2245526;SRR2246417;SRR2198966;SRR2198969;SRR2199342;SRR2199601;SRR2199610;SRR2199662;SRR2199672;SRR2199679;SRR2192774;SRR2193453;SRR2193782;SRR2193892;SRR2194616;SRR2194880;SRR2194961;SRR2194974
BritoIL_2016__M1.62.SA	SRR2224433;SRR2224453;SRR2224472;SRR2224630;SRR2224707;SRR2227564;SRR2227644;SRR2228017;SRR2224413;SRR2243433;SRR2243789;SRR2243791;SRR2244195;SRR2247019;SRR2243422;SRR2243786;SRR2243885;SRR2244217;SRR2244439;SRR2244678;SRR2244785;SRR2245596
BritoIL_2016__M1.62.ST	SRR2250514;SRR2249386;SRR2250499;SRR2193979;SRR2194037;SRR2194517;SRR2194581;SRR2194603;SRR2194609;SRR2194613;SRR2194868;SRR2192791;SRR2192811;SRR2193338;SRR2193621;SRR2193872;SRR2193882;SRR2194642;SRR2194982
BritoIL_2016__M1.63.ST	SRR2226949;SRR2246743;SRR2251650;SRR2187635;SRR2187637;SRR2187650;SRR2187680;SRR2187968;SRR2188006;SRR2188081;SRR2188479;SRR2195844;SRR2195845;SRR2195854;SRR2195856;SRR2195864;SRR2195898;SRR2195906;SRR2195913
BritoIL_2016__M1.64.SA	SRR2243902;SRR2226816;SRR2226890;SRR2227653;SRR2227805;SRR2228021;SRR2228262;SRR2228504;SRR2228534;SRR2243635;SRR2244185;SRR2245473;SRR2246334;SRR2248946;SRR2243507;SRR2243516;SRR2243554;SRR2245451;SRR2245635;SRR2246372;SRR2246727;SRR2248301
BritoIL_2016__M1.64.ST	SRR2231336;SRR2244403;SRR2251599;SRR2193593;SRR2193637;SRR2193654;SRR2193834;SRR2193913;SRR2194548;SRR2194589;SRR2194896;SRR2188720;SRR2188741;SRR2188766;SRR2188972;SRR2188977;SRR2189028;SRR2189036;SRR2189044
BritoIL_2016__M1.65.SA	SRR2243421;SRR2243509;SRR2243647;SRR2243726;SRR2243858;SRR2244342;SRR2245575;SRR2247149;SRR2247615;SRR2228353;SRR2228370;SRR2228371;SRR2228416;SRR2228419;SRR2232089;SRR2236734;SRR2236771;SRR2236776;SRR2236889;SRR2236896;SRR2237413;SRR2237532
BritoIL_2016__M1.65.ST	SRR2225747;SRR2248180;SRR2250282;SRR2192800;SRR2192817;SRR2193322;SRR2193635;SRR2193644;SRR2193659;SRR2194649;SRR2194947;SRR2188722;SRR2188724;SRR2188731;SRR2188771;SRR2188773;SRR2188978;SRR2188998;SRR2189019
BritoIL_2016__M1.7.SA	SRR2221750;SRR2237189;SRR2237329;SRR2237474;SRR2244417;SRR2246545;SRR2224478;SRR2226947;SRR2227911;SRR2228629;SRR2228733;SRR2228564;SRR2228221;SRR2227444;SRR2244440;SRR2244664;SRR2244696;SRR2245093;SRR2245461;SRR2245584;SRR2248058;SRR2248165
BritoIL_2016__M1.7.ST	SRR2231833;SRR2227332;SRR2228611;SRR2187395;SRR2187406;SRR2187411;SRR2187425;SRR2187431;SRR2187446;SRR2187558;SRR2187585;SRR2192763;SRR2193441;SRR2193615;SRR2193783;SRR2193817;SRR2194605;SRR2194882;SRR2194952
BritoIL_2016__M1.8.SA	SRR2227886;SRR2236800;SRR2243860;SRR2243861;SRR2243968;SRR2245519;SRR2247130;SRR2247883;SRR2248986;SRR2243909;SRR2244221;SRR2245300;SRR2245480;SRR2248217;SRR2236881;SRR2237489;SRR2243444;SRR2243912;SRR2244765;SRR2246503;SRR2247686;SRR2248286
BritoIL_2016__M1.8.ST	SRR2246405;SRR2250290;SRR2191099;SRR2191112;SRR2191129;SRR2191450;SRR2191463;SRR2191469;SRR2191470;SRR2191477;SRR2231936;SRR2193582;SRR2193847;SRR2193885;SRR2194045;SRR2194063;SRR2194639;SRR2194842;SRR2194996
BritoIL_2016__M2.11.SA	SRR2244872;SRR2247164;SRR2248184;SRR2249253
BritoIL_2016__M2.11.ST	SRR2226375;SRR2227597;SRR2227601;SRR2228651
BritoIL_2016__M2.3.ST	SRR2237665;SRR2249289;SRR2249303;SRR2250040;SRR2250315;SRR2250482;SRR2250618;SRR2251188;SRR2244485;SRR2244713;SRR2245618;SRR2248295;SRR2249521;SRR2250327;SRR2250476;SRR2251279
BritoIL_2016__M2.31.SA	SRR2246368;SRR2236836;SRR2237351;SRR2237459;SRR2237551;SRR2237605;SRR2237613;SRR2237619;SRR2237816;SRR2236666;SRR2237734;SRR2243936;SRR2244763;SRR2249186;SRR2231293;SRR2231348;SRR2231351;SRR2231717;SRR2231753;SRR2231795;SRR2231824;SRR2232386
BritoIL_2016__M2.31.ST	SRR2227637;SRR2228206;SRR2192738;SRR2193333;SRR2193335;SRR2193413;SRR2193451;SRR2193584;SRR2194873;SRR2194913;SRR2191095;SRR2191100;SRR2191143;SRR2191150;SRR2191437;SRR2191444;SRR2191457;SRR2191464;SRR2247138
BritoIL_2016__M2.32.SA	SRR2226946;SRR2243833;SRR2244007;SRR2244097;SRR2244691;SRR2249188;SRR2243815;SRR2243563;SRR2237799;SRR2224289;SRR2224432;SRR2224818;SRR2224841;SRR2224848;SRR2237316;SRR2243533;SRR2243825;SRR2244404;SRR2246267;SRR2246397;SRR2246407;SRR2248437
BritoIL_2016__M2.32.ST	SRR2225802;SRR2225837;SRR2225822;SRR2225834;SRR2225835;SRR2225844;SRR2225846;SRR2225885;SRR2244544;SRR2244766;SRR2245651;SRR2250274;SRR2250280;SRR2250626;SRR2251609;SRR2251626
BritoIL_2016__M2.33.ST	SRR2250481;SRR2251542;SRR2244608;SRR2246408;SRR2248193;SRR2249281;SRR2249396;SRR2250381;SRR2250470;SRR2250598;SRR2244389;SRR2244699;SRR2246288;SRR2246295;SRR2249273;SRR2250325
BritoIL_2016__M2.36.SA	SRR2244812;SRR2245373;SRR2247856;SRR2249366;SRR2250118;SRR2250234;SRR2250250;SRR2251653;SRR2192824;SRR2193662;SRR2193914;SRR2194645;SRR2226388;SRR2226391;SRR2226392;SRR2226455;SRR2226228;SRR2226230;SRR2226248;SRR2226400;SRR2226407;SRR2226447
BritoIL_2016__M2.36.ST	SRR2236790;SRR2237436;SRR2237487;SRR2249314;SRR2249325;SRR2251647;SRR2236745;SRR2249308;SRR2244747;SRR2245355;SRR2245657;SRR2247081;SRR2249338;SRR2249387;SRR2250306;SRR2250529
BritoIL_2016__M2.37.SA	SRR2244349;SRR2244524;SRR2246999;SRR2247013;SRR2250284;SRR2250314;SRR2250540;SRR2250595;SRR2244327;SRR2244527;SRR2245538;SRR2249267;SRR2249277;SRR2250640;SRR2188448;SRR2188460;SRR2221969;SRR2221976;SRR2222161;SRR2222162;SRR2222201;SRR2222315
BritoIL_2016__M2.37.ST	SRR2192758;SRR2192815;SRR2193590;SRR2193650;SRR2194025;SRR2194841;SRR2194867;SRR2194950;SRR2246351;SRR2248255;SRR2246280;SRR2192753;SRR2193541;SRR2193559;SRR2193613;SRR2193785;SRR2194034;SRR2194847;SRR2194915
BritoIL_2016__M2.38.SA	SRR2244704;SRR2249226;SRR2249288;SRR2250497;SRR2250271;SRR2245674;SRR2245557;SRR2245543;SRR2246350;SRR2249198;SRR2249244;SRR2250259;SRR2250512;SRR2251010;SRR2244330;SRR2244774;SRR2248752;SRR2249346;SRR2249369;SRR2249397;SRR2250374;SRR2250452
BritoIL_2016__M2.38.ST	SRR2245578;SRR2250339;SRR2250741;SRR2195755;SRR2195772;SRR2195841;SRR2195852;SRR2195860;SRR2195875;SRR2195878;SRR2195901;SRR2188452;SRR2188456;SRR2188485;SRR2188487;SRR2188488;SRR2188503;SRR2188504;SRR2188520
BritoIL_2016__M2.39.SA	SRR2244769;SRR2246463;SRR2248950;SRR2249250;SRR2249331;SRR2249435;SRR2250538;SRR2251528;SRR2227801;SRR2227958;SRR2228003;SRR2228607;SRR2228778;SRR2228787;SRR2188668;SRR2188674;SRR2223571;SRR2223587;SRR2227961;SRR2227989;SRR2228438;SRR2228770
BritoIL_2016__M2.39.ST	SRR2222805;SRR2223025;SRR2223058;SRR2223077;SRR2223100;SRR2223180;SRR2222810;SRR2222814;SRR2222817;SRR2222820;SRR2222928;SRR2223023;SRR2223061;SRR2223102;SRR2249814;SRR2250359
BritoIL_2016__M2.40.SA	SRR2244047;SRR2244196;SRR2244444;SRR2244951;SRR2245605;SRR2246365;SRR2188523;SRR2221922;SRR2221923;SRR2222179;SRR2222277;SRR2222292;SRR2222369;SRR2222377;SRR2243571;SRR2243990;SRR2244690;SRR2247126;SRR2247175;SRR2247720;SRR2248209;SRR2248722
BritoIL_2016__M2.40.ST	SRR2245604;SRR2246329;SRR2251135;SRR2198977;SRR2198983;SRR2199340;SRR2199367;SRR2199623;SRR2199630;SRR2199644;SRR2199671;SRR2191098;SRR2191123;SRR2191142;SRR2191177;SRR2191446;SRR2191467;SRR2191479;SRR2191491
BritoIL_2016__M2.41.SA	SRR2244682;SRR2245047;SRR2245654;SRR2246667;SRR2249240;SRR2249280;SRR2250659;SRR2251017;SRR2236888;SRR2244837;SRR2246246;SRR2247005;SRR2248104;SRR2248964;SRR2188500;SRR2188505;SRR2188512;SRR2221975;SRR2222237;SRR2222239;SRR2222371;SRR2222376
BritoIL_2016__M2.41.ST	SRR2231780;SRR2232019;SRR2198956;SRR2198968;SRR2198974;SRR2198978;SRR2199341;SRR2199596;SRR2199641;SRR2199651;SRR2231694;SRR2192798;SRR2193547;SRR2193660;SRR2193925;SRR2194053;SRR2194534;SRR2194542;SRR2194606
BritoIL_2016__M2.44.SA	SRR2192742;SRR2193960;SRR2194902;SRR2237399;SRR2245504;SRR2246311;SRR2246436;SRR2250391;SRR2236873;SRR2237478;SRR2237593;SRR2245159;SRR2249200;SRR2249249;SRR2226939;SRR2227634;SRR2227639;SRR2227659;SRR2228444;SRR2228548;SRR2228568;SRR2228772
BritoIL_2016__M2.44.ST	SRR2222398;SRR2222413;SRR2228671;SRR2193442;SRR2193452;SRR2193557;SRR2193652;SRR2193775;SRR2194026;SRR2194038;SRR2194061;SRR2193610;SRR2193951;SRR2194013;SRR2194126;SRR2194608;SRR2194911;SRR2194926;SRR2194932
BritoIL_2016__M2.45.SA	SRR2192744;SRR2193928;SRR2194592;SRR2194876;SRR2227640;SRR2227829;SRR2227925;SRR2227968;SRR2227544;SRR2227743;SRR2228539;SRR2228584;SRR2228591;SRR2228759;SRR2228807;SRR2228820;SRR2227934;SRR2227974;SRR2228160;SRR2228429;SRR2228498;SRR2228814
BritoIL_2016__M2.45.ST	SRR2225611;SRR2225634;SRR2231349;SRR2194510;SRR2194640;SRR2194836;SRR2194879;SRR2194888;SRR2194983;SRR2198954;SRR2199118;SRR2192809;SRR2193340;SRR2193360;SRR2193655;SRR2193793;SRR2193849;SRR2193983;SRR2194620
BritoIL_2016__M2.46.SA	SRR2244008;SRR2246322;SRR2243787;SRR2244538;SRR2244594;SRR2244738;SRR2248067;SRR2248181;SRR2248228;SRR2248288;SRR2243488;SRR2248243;SRR2245545
BritoIL_2016__M2.46.ST	SRR2231785;SRR2193408;SRR2193455;SRR2193533;SRR2193653;SRR2194130;SRR2194843;SRR2194885;SRR2194990;SRR2191102;SRR2191110;SRR2192746;SRR2193519;SRR2193616;SRR2194016;SRR2194641;SRR2191094;SRR2237449;SRR2249282
BritoIL_2016__M2.48.SA	SRR2223577;SRR2223608;SRR2223632;SRR2227803;SRR2227920;SRR2227921;SRR2228005;SRR2228808;SRR2246884;SRR2247112;SRR2249370;SRR2249373;SRR2250279;SRR2251578;SRR2192819;SRR2193427;SRR2194625;SRR2237482;SRR2244424;SRR2245458;SRR2250662;SRR2250667
BritoIL_2016__M2.48.ST	SRR2192803;SRR2193908;SRR2194550;SRR2194883;SRR2194898;SRR2194919;SRR2194954;SRR2193353;SRR2231822;SRR2226826;SRR2228798;SRR2198967;SRR2198975;SRR2199449;SRR2199452;SRR2199460;SRR2199615;SRR2199656;SRR2199669
BritoIL_2016__M2.49.SA	SRR2245365;SRR2246057;SRR2246342;SRR2249759;SRR2250632;SRR2251587;SRR2237627;SRR2236823;SRR2246302;SRR2249353;SRR2249507;SRR2249637;SRR2249879;SRR2250544;SRR2193447;SRR2247950;SRR2248233;SRR2249323;SRR2249511;SRR2250344;SRR2250555;SRR2250668
BritoIL_2016__M2.49.ST	SRR2231375;SRR2231803;SRR2228217;SRR2195700;SRR2195840;SRR2195847;SRR2195862;SRR2195869;SRR2195890;SRR2195908;SRR2195910;SRR2188210;SRR2188417;SRR2188420;SRR2188471;SRR2188491;SRR2188513;SRR2188519;SRR2188522
BritoIL_2016__M2.5.SA	SRR2231818;SRR2243865;SRR2246284;SRR2248218;SRR2244734;SRR2243454;SRR2231831;SRR2236828;SRR2237435;SRR2237502;SRR2237560;SRR2237639;SRR2237685;SRR2237761;SRR2224837;SRR2224839;SRR2227723;SRR2227995;SRR2228299;SRR2228553;SRR2228603;SRR2228785
BritoIL_2016__M2.5.ST	SRR2228598;SRR2188727;SRR2188749;SRR2188760;SRR2188946;SRR2188973;SRR2188974;SRR2188990;SRR2189000;SRR2192788;SRR2192810;SRR2193318;SRR2193780;SRR2194636;SRR2194837;SRR2194886;SRR2194897;SRR2222452;SRR2222511
BritoIL_2016__M2.50.SA	SRR2188669;SRR2188673;SRR2188677;SRR2223670;SRR2223962;SRR2227948;SRR2227954;SRR2228150;SRR2223566;SRR2223598;SRR2227592;SRR2227625;SRR2227635;SRR2227757;SRR2228587;SRR2228765;SRR2243713;SRR2243978;SRR2244356;SRR2244582;SRR2246357;SRR2248236
BritoIL_2016__M2.50.ST	SRR2192754;SRR2193439;SRR2193962;SRR2194039;SRR2194068;SRR2194537;SRR2194631;SRR2194653;SRR2244398;SRR2250292;SRR2249601;SRR2191931;SRR2191938;SRR2191953;SRR2191955;SRR2191979;SRR2193826;SRR2193836;SRR2193950
BritoIL_2016__M2.51.SA	SRR2223212;SRR2223217;SRR2223282;SRR2223334;SRR2223399;SRR2223497;SRR2223516;SRR2223559;SRR2193860;SRR2193920;SRR2194839;SRR2246300;SRR2246366;SRR2249420;SRR2250561;SRR2251617;SRR2237361;SRR2237705;SRR2249294;SRR2249404;SRR2250303;SRR2250591
BritoIL_2016__M2.51.ST	SRR2250408;SRR2250489;SRR2251538;SRR2192786;SRR2193446;SRR2193538;SRR2193633;SRR2193772;SRR2193867;SRR2193978;SRR2194907;SRR2191917;SRR2191924;SRR2191932;SRR2191952;SRR2191956;SRR2191961;SRR2191968;SRR2191976
BritoIL_2016__M2.52.SA	SRR2223596;SRR2224047;SRR2226872;SRR2227553;SRR2227565;SRR2227745;SRR2227994;SRR2228441;SRR2246256;SRR2246555;SRR2249201;SRR2249380;SRR2250236;SRR2250456;SRR2195867;SRR2244313;SRR2246412;SRR2249342;SRR2249389;SRR2249407;SRR2251615;SRR2249206
BritoIL_2016__M2.52.ST	SRR2227750;SRR2227817;SRR2236718;SRR2244410;SRR2244787;SRR2245611;SRR2249422;SRR2251593;SRR2248268;SRR2249232;SRR2249298;SRR2249351;SRR2250113;SRR2250402;SRR2250550;SRR2250584
